,Draft_Yr,Pk,Tm,PLAYER,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per_48,BPM,VORP
41,1999,40.0,DAL,Gordan Giricek,,6,384,8824,3670,941,584,0.442,0.368,0.823,23.0,9.6,2.5,1.5,8.0,0.044,-3.1,-2.5
42,1999,41.0,DEN,Francisco Elson,University of California,9,472,7207,1726,1638,260,0.478,0.188,0.7,15.3,3.7,3.5,0.6,11.7,0.078,-1.6,0.8
43,1999,42.0,MIN,Louis Bullock,University of Michigan,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1999,43.0,CHH,Lee Nailon,Texas Christian University,6,306,5820,2622,936,298,0.474,0.111,0.786,19.0,8.6,3.1,1.0,8.0,0.066,-3.1,-1.5
45,1999,44.0,HOU,Tyrone Washington,Mississippi State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1999,45.0,SAC,Ryan Robertson,University of Kansas,1,1,25,5,0,0,0.333,0.0,1.0,25.0,5.0,0.0,0.0,0.0,-0.022,-8.4,0.0
47,1999,46.0,NYK,J.R. Koch,University of Iowa,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1999,47.0,PHI,Todd MacCulloch,University of Washington,4,223,3439,1369,888,121,0.541,0.0,0.642,15.4,6.1,4.0,0.5,11.9,0.166,0.2,1.9
49,1999,48.0,MIL,Galen Young,University of North Carolina at Charlotte,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1999,49.0,CHI,Lari Ketner,University of Massachusetts Amherst,2,25,139,34,34,2,0.406,0.0,0.667,5.6,1.4,1.4,0.1,0.0,-0.015,-11.2,-0.3
51,1999,50.0,HOU,Venson Hamilton,University of Nebraska,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1999,51.0,VAN,Antwain Smith,Saint Paul's College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1999,52.0,POR,Roberto Bergersen,Boise State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1999,53.0,MIA,Rodney Buford,Creighton University,5,230,4182,1472,598,179,0.412,0.3,0.758,18.2,6.4,2.6,0.8,2.9,0.033,-4.6,-2.8
55,1999,54.0,DET,Melvin Levett,University of Cincinnati,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1999,55.0,BOS,Kris Clack,University of Texas at Austin,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1999,56.0,GSW,Tim Young,Stanford University,1,25,137,54,35,5,0.333,0.0,0.778,5.5,2.2,1.4,0.2,0.2,0.058,-7.9,-0.2
58,1999,57.0,SAS,Manu Ginobili,,15,933,24456,13032,3428,3677,0.45,0.37,0.827,26.2,14.0,3.7,3.9,101.6,0.199,5.4,45.7
59,1999,58.0,UTA,Eddie Lucas,Virginia Polytechnic Institute and State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2000,1.0,NJN,Kenyon Martin,University of Cincinnati,15,757,23134,9325,5159,1439,0.483,0.234,0.629,30.6,12.3,6.8,1.9,48.0,0.1,0.7,15.5
1,2000,2.0,VAN,Stromile Swift,Louisiana State University,9,547,10804,4582,2535,275,0.473,0.074,0.699,19.8,8.4,4.6,0.5,21.3,0.095,-1.9,0.2
2,2000,3.0,LAC,Darius Miles,,7,446,11730,4507,2190,840,0.472,0.168,0.59,26.3,10.1,4.9,1.9,9.5,0.039,-1.2,2.3
3,2000,4.0,CHI,Marcus Fizer,Iowa State University,6,289,6032,2782,1340,352,0.435,0.191,0.691,20.9,9.6,4.6,1.2,2.7,0.022,-4.7,-4.1
4,2000,5.0,ORL,Mike Miller,University of Florida,17,1015,27674,10954,4340,2646,0.459,0.407,0.769,27.3,10.8,4.3,2.6,60.8,0.105,0.9,20.4
5,2000,6.0,ATL,DerMarr Johnson,University of Cincinnati,7,344,5930,2121,769,304,0.411,0.336,0.789,17.2,6.2,2.2,0.9,6.4,0.052,-1.6,0.6
6,2000,7.0,CHI,Chris Mihm,University of Texas at Austin,8,436,8758,3262,2302,223,0.459,0.231,0.704,20.1,7.5,5.3,0.5,13.3,0.073,-3.8,-4.1
7,2000,8.0,CLE,Jamal Crawford,University of Michigan,17,1111,34218,17199,2653,3936,0.41,0.349,0.862,30.8,15.5,2.4,3.5,58.1,0.081,-0.6,11.7
8,2000,9.0,HOU,Joel Przybilla,University of Minnesota,13,592,11733,2293,3665,256,0.552,0.0,0.557,19.8,3.9,6.2,0.4,23.0,0.094,-0.9,3.3
9,2000,10.0,ORL,Keyon Dooling,University of Missouri,13,728,14134,5067,964,1601,0.416,0.349,0.799,19.4,7.0,1.3,2.2,18.5,0.063,-3.0,-3.6
10,2000,11.0,BOS,Jerome Moiso,"University of California, Los Angeles",5,145,1392,386,395,38,0.489,0.0,0.593,9.6,2.7,2.7,0.3,2.1,0.074,-3.8,-0.6
11,2000,12.0,DAL,Etan Thomas,Syracuse University,9,409,7084,2341,1927,149,0.513,0.0,0.603,17.3,5.7,4.7,0.4,14.9,0.101,-2.6,-1.0
12,2000,13.0,ORL,Courtney Alexander,"California State University, Fresno",3,187,4067,1690,409,227,0.422,0.339,0.813,21.7,9.0,2.2,1.2,4.1,0.048,-4.0,-2.1
13,2000,14.0,DET,Mateen Cleaves,Michigan State University,6,167,1863,609,175,310,0.389,0.267,0.728,11.2,3.6,1.0,1.9,-0.8,-0.021,-6.3,-2.0
14,2000,15.0,MIL,Jason Collier,Georgia Institute of Technology,5,151,2178,841,443,51,0.455,0.35,0.738,14.4,5.6,2.9,0.3,1.9,0.042,-6.3,-2.3
15,2000,16.0,SAC,Hedo Turkoglu,,15,997,26695,11022,3971,2832,0.426,0.384,0.784,26.8,11.1,4.0,2.8,63.3,0.114,1.2,21.4
16,2000,17.0,SEA,Desmond Mason,Oklahoma State University,10,643,19641,7767,2863,1049,0.449,0.26,0.74,30.5,12.1,4.5,1.6,23.1,0.056,-2.4,-1.9
17,2000,18.0,LAC,Quentin Richardson,DePaul University,13,783,20785,8032,3666,1138,0.397,0.355,0.718,26.5,10.3,4.7,1.5,32.8,0.076,-0.3,8.9
18,2000,19.0,CHH,Jamaal Magloire,University of Kentucky,12,680,14621,4917,4408,386,0.48,0.0,0.639,21.5,7.2,6.5,0.6,27.7,0.091,-2.9,-3.3
19,2000,20.0,PHI,Speedy Claxton,Hofstra University,7,334,8548,3096,830,1441,0.409,0.193,0.762,25.6,9.3,2.5,4.3,14.2,0.08,-0.7,2.8
20,2000,21.0,TOR,Morris Peterson,Michigan State University,11,711,19366,7628,2483,1090,0.418,0.373,0.773,27.2,10.7,3.5,1.5,35.7,0.089,0.0,9.7
21,2000,22.0,NYK,Donnell Harvey,University of Florida,5,205,3318,1150,827,161,0.46,0.1,0.659,16.2,5.6,4.0,0.8,4.7,0.069,-2.7,-0.6
22,2000,23.0,UTA,DeShawn Stevenson,,13,824,18396,5930,1832,1355,0.406,0.34,0.698,22.3,7.2,2.2,1.6,12.1,0.032,-3.0,-4.6
23,2000,24.0,CHI,Dalibor Bagaric,,3,95,973,251,238,37,0.361,0.0,0.559,10.2,2.6,2.5,0.4,-0.9,-0.043,-6.8,-1.2
24,2000,25.0,PHO,Jake Tsakalidis,,7,315,5005,1497,1238,101,0.49,0.0,0.657,15.9,4.8,3.9,0.3,9.9,0.095,-3.1,-1.3
25,2000,26.0,DEN,Mamadou N'Diaye,Auburn University,5,69,858,262,225,8,0.427,0.0,0.736,12.4,3.8,3.3,0.1,1.8,0.101,-5.3,-0.7
26,2000,27.0,IND,Primoz Brezec,,8,342,6192,2452,1327,179,0.498,0.167,0.701,18.1,7.2,3.9,0.5,10.8,0.084,-2.5,-0.8
27,2000,28.0,POR,Erick Barkley,St. John's University,2,27,266,77,21,40,0.356,0.267,0.9,9.9,2.9,0.8,1.5,0.2,0.027,-3.8,-0.1
28,2000,29.0,LAL,Mark Madsen,Stanford University,9,453,5335,975,1157,181,0.457,0.063,0.527,11.8,2.2,2.6,0.4,8.2,0.074,-2.2,-0.2
31,2000,30.0,LAC,Marko Jaric,,7,447,11246,3193,1200,1600,0.404,0.344,0.73,25.2,7.1,2.7,3.6,12.1,0.052,-0.5,4.3
32,2000,31.0,DAL,Dan Langhi,Vanderbilt University,4,133,1253,393,199,39,0.391,0.289,0.613,9.4,3.0,1.5,0.3,0.3,0.012,-6.8,-1.5
33,2000,32.0,CHI,A.J. Guyton,Indiana University,3,80,1246,442,80,147,0.377,0.378,0.822,15.6,5.5,1.0,1.8,0.3,0.01,-5.4,-1.1
34,2000,33.0,CHI,Jake Voskuhl,University of Connecticut,9,450,6443,1814,1539,237,0.487,0.333,0.714,14.3,4.0,3.4,0.5,11.6,0.087,-2.2,-0.3
35,2000,34.0,CHI,Khalid El-Amin,University of Connecticut,1,50,936,314,81,145,0.37,0.333,0.778,18.7,6.3,1.6,2.9,0.6,0.03,-3.8,-0.4
36,2000,35.0,WAS,Mike Smith,University of Louisiana at Monroe,1,17,180,51,22,10,0.322,0.167,0.625,10.6,3.0,1.3,0.6,-0.1,-0.033,-5.5,-0.2
37,2000,36.0,NJN,Soumaila Samake,,2,47,303,68,76,5,0.389,0.0,0.462,6.4,1.4,1.6,0.1,0.3,0.046,-6.5,-0.3
38,2000,37.0,MIA,Eddie House,Arizona State University,11,717,12405,5356,1223,1112,0.409,0.39,0.851,17.3,7.5,1.7,1.6,20.0,0.077,-1.5,1.6
39,2000,38.0,HOU,Eduardo Najera,University of Oklahoma,12,619,11213,3052,2307,493,0.481,0.311,0.671,18.1,4.9,3.7,0.8,24.7,0.106,0.3,6.4
40,2000,39.0,NYK,Lavor Postell,St. John's University,3,61,446,195,45,13,0.335,0.25,0.795,7.3,3.2,0.7,0.2,-0.2,-0.025,-8.6,-0.7
41,2000,40.0,ATL,Hanno Mottola,University of Utah,2,155,2360,715,442,75,0.442,0.063,0.783,15.2,4.6,2.9,0.5,0.9,0.019,-5.8,-2.3
42,2000,41.0,SAS,Chris Carrawell,Duke University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2000,42.0,SEA,Olumide Oyedeji,,3,93,587,127,196,11,0.495,0.0,0.659,6.3,1.4,2.1,0.1,1.2,0.095,-4.7,-0.4
44,2000,43.0,MIL,Michael Redd,Ohio State University,12,629,20104,11972,2411,1338,0.447,0.38,0.838,32.0,19.0,3.8,2.1,55.9,0.134,0.9,14.9
45,2000,44.0,DET,Brian Cardinal,Purdue University,12,456,6477,2108,1050,465,0.408,0.372,0.861,14.2,4.6,2.3,1.0,15.4,0.114,0.7,4.5
46,2000,45.0,SAC,Jabari Smith,Louisiana State University,4,108,1063,329,178,66,0.413,0.125,0.69,9.8,3.0,1.6,0.6,1.3,0.058,-4.0,-0.5
47,2000,46.0,TOR,DeeAndre Hulett,College of the Sequoias,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2000,47.0,SEA,Josip Sesar,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2000,48.0,PHI,Mark Karcher,Temple University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2000,49.0,MIL,Jason Hart,Syracuse University,9,341,5289,1623,567,774,0.417,0.315,0.788,15.5,4.8,1.7,2.3,8.6,0.078,-1.7,0.3
51,2000,50.0,UTA,Kaniel Dickens,University of Idaho,3,19,85,22,12,2,0.4,0.333,0.75,4.5,1.2,0.6,0.1,0.1,0.055,-5.0,-0.1
52,2000,51.0,MIN,Igor Rakocevic,,1,42,244,78,17,33,0.379,0.417,0.806,5.8,1.9,0.4,0.8,0.1,0.022,-7.1,-0.3
53,2000,52.0,MIA,Ernest Brown,Indian Hills Community College,1,3,21,3,6,0,0.167,0.0,0.25,7.0,1.0,2.0,0.0,-0.2,-0.349,-24.7,-0.1
54,2000,53.0,DEN,Dan McClintock,Northern Arizona University,1,6,58,18,17,1,0.5,0.0,0.0,9.7,3.0,2.8,0.2,0.0,0.007,-6.6,-0.1
55,2000,54.0,SAS,Cory Hightower,Indian Hills Community College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2000,55.0,GSW,Chris Porter,Auburn University,1,51,1147,440,189,61,0.389,0.0,0.667,22.5,8.6,3.7,1.2,0.2,0.008,-4.6,-0.8
57,2000,56.0,IND,Jaquay Walls,University of Colorado,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2000,57.0,ATL,Scoonie Penn,Ohio State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2000,58.0,DAL,Pete Mickeal,University of Cincinnati,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2001,1.0,WAS,Kwame Brown,,12,607,13389,4035,3333,554,0.492,0.111,0.57,22.1,6.6,5.5,0.9,20.8,0.074,-2.1,-0.4
1,2001,2.0,LAC,Tyson Chandler,,16,993,28275,8657,9230,845,0.591,0.0,0.644,28.5,8.7,9.3,0.9,93.2,0.158,1.7,26.1
2,2001,3.0,ATL,Pau Gasol,,16,1066,37477,19324,10126,3515,0.51,0.303,0.755,35.2,18.1,9.5,3.3,131.4,0.168,3.5,52.3
3,2001,4.0,CHI,Eddy Curry,,11,527,13109,6820,2725,287,0.545,1.0,0.642,24.9,12.9,5.2,0.5,21.7,0.08,-3.5,-5.0
4,2001,5.0,GSW,Jason Richardson,Michigan State University,13,857,29241,14644,4245,2284,0.438,0.37,0.707,34.1,17.1,5.0,2.7,59.1,0.097,1.3,24.4
5,2001,6.0,MEM,Shane Battier,Duke University,13,977,30004,8408,4082,1717,0.437,0.384,0.743,30.7,8.6,4.2,1.8,75.7,0.121,2.9,37.0
6,2001,7.0,NJN,Eddie Griffin,Seton Hall University,5,303,6729,2171,1744,236,0.377,0.315,0.671,22.2,7.2,5.8,0.8,10.9,0.078,-1.0,1.7
7,2001,8.0,CLE,DeSagana Diop,,12,601,8403,1185,2219,270,0.427,0.167,0.467,14.0,2.0,3.7,0.4,12.8,0.073,0.0,4.3
8,2001,9.0,DET,Rodney White,University of North Carolina at Charlotte,4,218,3354,1540,485,237,0.424,0.314,0.749,15.4,7.1,2.2,1.1,1.8,0.026,-3.8,-1.5
9,2001,10.0,BOS,Joe Johnson,University of Arkansas,16,1155,41488,19434,4683,4801,0.442,0.372,0.801,35.9,16.8,4.1,4.2,78.9,0.091,0.5,26.4
10,2001,11.0,BOS,Kedrick Brown,Okaloosa-Walton Community College,4,143,1935,509,347,103,0.405,0.274,0.64,13.5,3.6,2.4,0.7,3.0,0.074,-2.2,-0.1
11,2001,12.0,SEA,Vladimir Radmanovic,,12,737,16164,5879,2784,998,0.415,0.378,0.758,21.9,8.0,3.8,1.4,26.5,0.079,-0.1,7.7
12,2001,13.0,HOU,Richard Jefferson,University of Arizona,16,1092,32702,14469,4527,2328,0.464,0.379,0.768,29.9,13.3,4.1,2.1,81.0,0.119,0.4,20.1
13,2001,14.0,GSW,Troy Murphy,University of Notre Dame,12,729,19921,7860,5708,1088,0.445,0.388,0.785,27.3,10.8,7.8,1.5,50.3,0.121,-0.1,9.5
14,2001,15.0,ORL,Steven Hunter,DePaul University,8,400,5993,1817,1264,79,0.56,0.0,0.485,15.0,4.5,3.2,0.2,10.6,0.085,-2.8,-1.3
15,2001,16.0,CHH,Kirk Haston,Indiana University,2,27,134,32,27,8,0.232,0.0,0.5,5.0,1.2,1.0,0.3,-0.5,-0.197,-13.5,-0.4
16,2001,17.0,TOR,Michael Bradley,Villanova University,5,173,2016,483,591,93,0.477,0.143,0.511,11.7,2.8,3.4,0.5,2.0,0.047,-3.7,-0.9
17,2001,18.0,HOU,Jason Collins,Stanford University,13,735,14974,2621,2706,626,0.411,0.206,0.647,20.4,3.6,3.7,0.9,20.1,0.064,-2.0,0.2
18,2001,19.0,POR,Zach Randolph,Michigan State University,16,994,31539,16835,9294,1809,0.473,0.261,0.764,31.7,16.9,9.4,1.8,76.7,0.117,-0.3,13.4
19,2001,20.0,CLE,Brendan Haywood,University of North Carolina,13,816,18680,5538,4875,442,0.528,0.0,0.587,22.9,6.8,6.0,0.5,43.8,0.113,-0.2,8.4
20,2001,21.0,BOS,Joseph Forte,University of North Carolina,2,25,125,30,17,17,0.234,0.0,0.8,5.0,1.2,0.7,0.7,-0.4,-0.166,-10.1,-0.3
21,2001,22.0,ORL,Jeryl Sasser,Southern Methodist University,2,82,1061,204,191,67,0.303,0.295,0.687,12.9,2.5,2.3,0.8,0.7,0.032,-2.9,-0.2
22,2001,23.0,HOU,Brandon Armstrong,Pepperdine University,3,108,699,239,63,24,0.352,0.333,0.6,6.5,2.2,0.6,0.2,-0.6,-0.039,-8.6,-1.2
23,2001,24.0,UTA,Raul Lopez,,2,113,2135,733,194,428,0.429,0.346,0.853,18.9,6.5,1.7,3.8,2.1,0.047,-3.5,-0.8
24,2001,25.0,SAC,Gerald Wallace,University of Alabama,14,832,24731,9933,4838,1725,0.469,0.312,0.709,29.7,11.9,5.8,2.1,59.7,0.116,2.4,27.3
25,2001,26.0,PHI,Samuel Dalembert,Seton Hall University,13,886,21646,6814,6942,465,0.521,0.083,0.706,24.4,7.7,7.8,0.5,51.3,0.114,-0.7,7.2
26,2001,27.0,MEM,Jamaal Tinsley,Iowa State University,11,547,14443,4652,1605,3330,0.393,0.299,0.716,26.4,8.5,2.9,6.1,17.2,0.057,-0.4,5.7
27,2001,28.0,SAS,Tony Parker,,16,1087,34798,17940,3119,6378,0.494,0.327,0.753,32.0,16.5,2.9,5.9,106.1,0.146,1.1,27.4
30,2001,29.0,CHI,Trenton Hassell,Austin Peay State University,9,644,16278,3741,1826,1132,0.445,0.318,0.765,25.3,5.8,2.8,1.8,13.8,0.041,-2.3,-1.3
31,2001,30.0,GSW,Gilbert Arenas,University of Arizona,11,552,19351,11402,2168,2909,0.421,0.351,0.803,35.1,20.7,3.9,5.3,51.3,0.127,2.9,24.1
32,2001,31.0,ORL,Omar Cook,St. John's University,2,22,213,37,13,46,0.333,0.0,0.5,9.7,1.7,0.6,2.1,-0.1,-0.021,-6.1,-0.2
33,2001,32.0,MEM,Will Solomon,Clemson University,2,115,1584,584,132,225,0.378,0.298,0.692,13.8,5.1,1.1,2.0,0.0,0.0,-4.7,-1.1
34,2001,33.0,ATL,Terence Morris,University of Maryland,3,139,1934,472,377,93,0.407,0.196,0.711,13.9,3.4,2.7,0.7,1.0,0.025,-3.6,-0.8
35,2001,34.0,NJN,Brian Scalabrine,University of Southern California,11,520,6772,1594,1034,436,0.39,0.344,0.783,13.0,3.1,2.0,0.8,7.6,0.054,-2.6,-1.1
36,2001,35.0,CLE,Jeff Trepagnier,University of Southern California,3,31,270,88,43,22,0.337,0.462,0.7,8.7,2.8,1.4,0.7,-0.2,-0.038,-4.8,-0.2
37,2001,36.0,PHI,Damone Brown,Syracuse University,4,39,351,108,52,19,0.336,0.286,0.667,9.0,2.8,1.3,0.5,-0.7,-0.1,-10.3,-0.7
38,2001,37.0,DET,Mehmet Okur,,10,634,18429,8561,4436,1089,0.458,0.375,0.797,29.1,13.5,7.0,1.7,54.7,0.142,1.4,15.7
39,2001,38.0,NYK,Michael Wright,University of Arizona,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2001,39.0,SEA,Earl Watson,"University of California, Los Angeles",13,878,19494,5593,1985,3871,0.411,0.324,0.703,22.2,6.4,2.3,4.4,19.2,0.047,-1.8,1.0
41,2001,40.0,IND,Jamison Brewer,Auburn University,4,54,468,89,50,56,0.372,0.25,0.393,8.7,1.6,0.9,1.0,0.0,-0.001,-4.4,-0.3
42,2001,41.0,SEA,Bobby Simmons,DePaul University,10,466,11513,4189,1791,710,0.437,0.396,0.823,24.7,9.0,3.8,1.5,20.1,0.084,-0.1,5.4
43,2001,42.0,NYK,Eric Chenowith,University of Kansas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2001,43.0,DAL,Kyle Hill,Eastern Illinois University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2001,44.0,CHI,Sean Lampley,University of California,2,45,550,203,94,33,0.463,0.0,0.691,12.2,4.5,2.1,0.7,1.1,0.096,-3.2,-0.2
46,2001,45.0,MIN,Loren Woods,University of Arizona,6,215,2428,555,682,74,0.419,0.143,0.642,11.3,2.6,3.2,0.3,3.1,0.062,-2.9,-0.6
47,2001,46.0,DEN,Ousmane Cisse,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2001,47.0,MEM,Antonis Fotsis,,1,28,320,108,62,10,0.404,0.304,0.85,11.4,3.9,2.2,0.4,0.1,0.017,-4.9,-0.2
49,2001,48.0,MIA,Ken Johnson,Ohio State University,1,16,156,32,32,0,0.405,0.0,0.333,9.8,2.0,2.0,0.0,0.0,-0.002,-10.0,-0.3
50,2001,49.0,POR,Ruben Boumtje-Boumtje,Georgetown University,3,44,276,43,57,6,0.368,0.0,0.556,6.3,1.0,1.3,0.1,0.2,0.027,-4.5,-0.2
51,2001,50.0,PHO,Alton Ford,University of Houston,3,73,524,186,124,11,0.507,0.0,0.697,7.2,2.5,1.7,0.2,0.8,0.074,-6.5,-0.6
52,2001,51.0,MIL,Andre Hutson,Michigan State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2001,52.0,UTA,Jarron Collins,Stanford University,10,542,8542,2095,1579,419,0.455,0.0,0.699,15.8,3.9,2.9,0.8,15.7,0.088,-1.8,0.5
54,2001,53.0,DAL,Kenny Satterfield,University of Cincinnati,2,75,1062,321,95,176,0.335,0.218,0.746,14.2,4.3,1.3,2.3,-1.1,-0.051,-6.1,-1.1
55,2001,54.0,SAC,Maurice Jeffers,Saint Louis University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2001,55.0,SAS,Robertas Javtokas,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2001,56.0,PHI,Alvin Jones,Georgia Institute of Technology,1,23,126,26,36,3,0.4,0.0,0.5,5.5,1.1,1.6,0.1,0.1,0.034,-4.5,-0.1
58,2001,57.0,SAS,Bryan Bracey,University of Oregon,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2002,1.0,HOU,Yao Ming,,8,486,15818,9247,4494,769,0.524,0.2,0.833,32.5,19.0,9.2,1.6,65.9,0.2,2.3,17.0
1,2002,2.0,CHI,Jay Williams,Duke University,1,75,1961,714,195,350,0.399,0.322,0.64,26.1,9.5,2.6,4.7,0.8,0.02,-2.2,-0.1
2,2002,3.0,GSW,Mike Dunleavy,Duke University,15,943,26664,10815,4114,2145,0.441,0.375,0.803,28.3,11.5,4.4,2.3,57.2,0.103,0.4,15.9
3,2002,4.0,MEM,Drew Gooden,University of Kansas,14,790,20127,8653,5618,896,0.462,0.257,0.76,25.5,11.0,7.1,1.1,43.9,0.105,-1.5,2.3
4,2002,5.0,DEN,Nikoloz Tskitishvili,,4,172,1946,507,307,114,0.304,0.235,0.73,11.3,2.9,1.8,0.7,-1.6,-0.039,-6.3,-2.1
5,2002,6.0,CLE,Dajuan Wagner,University of Memphis,4,103,2202,964,142,195,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0.0,0.0,-5.6,-2.0
6,2002,7.0,NYK,Nene Hilario,,15,813,22916,9875,5279,1595,0.544,0.122,0.665,28.2,12.1,6.5,2.0,65.6,0.137,2.0,23.4
7,2002,8.0,LAC,Chris Wilcox,University of Maryland,11,628,12474,5150,3076,455,0.541,0.0,0.643,19.9,8.2,4.9,0.7,26.9,0.103,-1.6,1.2
8,2002,9.0,PHO,Amar'e Stoudemire,,14,846,26254,15994,6632,1050,0.537,0.236,0.761,31.0,18.9,7.8,1.2,92.5,0.169,0.5,16.8
9,2002,10.0,MIA,Caron Butler,University of Connecticut,14,881,28333,12430,4387,2007,0.434,0.348,0.847,32.2,14.1,5.0,2.3,50.9,0.086,0.2,15.9
10,2002,11.0,WAS,Jared Jeffries,Indiana University,11,629,13579,3003,2563,798,0.426,0.25,0.583,21.6,4.8,4.1,1.3,13.1,0.046,-0.9,3.8
11,2002,12.0,LAC,Melvin Ely,"California State University, Fresno",9,375,6005,1992,1215,261,0.46,0.0,0.625,16.0,5.3,3.2,0.7,4.0,0.032,-3.6,-2.4
12,2002,13.0,MIL,Marcus Haislip,University of Tennessee,4,89,854,311,131,16,0.437,0.35,0.659,9.6,3.5,1.5,0.2,0.5,0.026,-6.2,-0.9
13,2002,14.0,IND,Fred Jones,University of Oregon,7,430,10299,3206,958,990,0.411,0.353,0.809,24.0,7.5,2.2,2.3,16.5,0.077,-0.9,2.8
14,2002,15.0,HOU,Bostjan Nachbar,,6,317,5628,2252,836,283,0.406,0.375,0.784,17.8,7.1,2.6,0.9,8.7,0.074,-2.3,-0.4
15,2002,16.0,PHI,Jiri Welsch,,4,247,4596,1519,602,375,0.403,0.343,0.752,18.6,6.1,2.4,1.5,5.7,0.059,-2.1,-0.1
16,2002,17.0,WAS,Juan Dixon,University of Maryland,7,436,8509,3678,816,775,0.413,0.341,0.833,19.5,8.4,1.9,1.8,6.1,0.034,-3.0,-2.1
17,2002,18.0,ORL,Curtis Borchardt,Stanford University,2,83,1117,258,278,64,0.421,0.0,0.742,13.5,3.1,3.3,0.8,1.0,0.041,-2.4,-0.1
18,2002,19.0,UTA,Ryan Humphrey,University of Notre Dame,3,85,772,197,189,18,0.344,0.0,0.539,9.1,2.3,2.2,0.2,-0.4,-0.027,-7.6,-1.1
19,2002,20.0,TOR,Kareem Rush,University of Missouri,7,346,5956,2213,572,353,0.4,0.358,0.703,17.2,6.4,1.7,1.0,1.7,0.013,-4.1,-3.2
20,2002,21.0,POR,Qyntel Woods,Northeast Mississippi Community College,4,167,2060,691,385,105,0.452,0.357,0.603,12.3,4.1,2.3,0.6,1.4,0.032,-3.0,-0.5
21,2002,22.0,PHO,Casey Jacobsen,Stanford University,4,287,5320,1488,516,304,0.393,0.352,0.769,18.5,5.2,1.8,1.1,6.2,0.056,-2.3,-0.4
22,2002,23.0,DET,Tayshaun Prince,University of Kentucky,14,1017,31576,11272,4332,2406,0.455,0.367,0.756,31.0,11.1,4.3,2.4,63.1,0.096,0.1,16.6
23,2002,24.0,NJN,Nenad Krstic,,7,419,10547,4210,2261,346,0.494,0.143,0.73,25.2,10.0,5.4,0.8,21.5,0.098,-2.6,-1.5
24,2002,25.0,DEN,Frank Williams,University of Illinois at Urbana-Champaign,3,86,952,253,77,166,0.352,0.3,0.833,11.1,2.9,0.9,1.9,0.1,0.003,-5.0,-0.7
